TckrSymb,SctySrs,TradDt
BANSALWIRE, EQ,2026-03-31
BANSWRAS, EQ,2026-03-31
BASF, EQ,2026-03-31
BASML, EQ,2026-03-31
BATAINDIA, EQ,2026-03-31
BAYERCROP, EQ,2026-03-31
BBETF0432, EQ,2026-03-31
BBL, EQ,2026-03-31
BBNPNBETF, EQ,2026-03-31
BBNPPGOLD, EQ,2026-03-31
BBOX, EQ,2026-03-31
BBTC, EQ,2026-03-31
BBTCL, EQ,2026-03-31
BCLIND, EQ,2026-03-31
BCONCEPTS, EQ,2026-03-31
BCPL, EQ,2026-03-31
BDL, EQ,2026-03-31
BEARDSELL, EQ,2026-03-31
BECTORFOOD, EQ,2026-03-31
BEL, EQ,2026-03-31
BELLACASA, EQ,2026-03-31
BELRISE, EQ,2026-03-31
BEML, EQ,2026-03-31
BEPL, EQ,2026-03-31
BERGEPAINT, EQ,2026-03-31
BETA, EQ,2026-03-31
BFINVEST, EQ,2026-03-31
BFSI, EQ,2026-03-31
BHAGCHEM, EQ,2026-03-31
BHAGERIA, EQ,2026-03-31
BHAGYANGR, EQ,2026-03-31
BHANDARI, EQ,2026-03-31
BHARATCOAL, EQ,2026-03-31
BHARATFORG, EQ,2026-03-31
BHARATGEAR, EQ,2026-03-31
BHARATRAS, EQ,2026-03-31
BHARATSE, EQ,2026-03-31
BHARATWIRE, EQ,2026-03-31
BHARTIARTL, EQ,2026-03-31
BHARTIHEXA, EQ,2026-03-31
BHEL, EQ,2026-03-31
BIGBLOC, EQ,2026-03-31
BIKAJI, EQ,2026-03-31
BIL, EQ,2026-03-31
BIOCON, EQ,2026-03-31
BIOFILCHEM, EQ,2026-03-31
BIRLACABLE, EQ,2026-03-31
BIRLACORPN, EQ,2026-03-31
BIRLAMONEY, EQ,2026-03-31
BIRLANU, EQ,2026-03-31
BLACKBUCK, EQ,2026-03-31
BLAL, EQ,2026-03-31
BLISSGVS, EQ,2026-03-31
BLKASHYAP, EQ,2026-03-31
BLS, EQ,2026-03-31
BLSE, EQ,2026-03-31
BLUECOAST, EQ,2026-03-31
BLUEDART, EQ,2026-03-31
BLUEJET, EQ,2026-03-31
BLUESTARCO, EQ,2026-03-31
BLUESTONE, EQ,2026-03-31
BLUSPRING, EQ,2026-03-31
BMWVENTLTD, EQ,2026-03-31
BODALCHEM, EQ,2026-03-31
BOMDYEING, EQ,2026-03-31
BOROLTD, EQ,2026-03-31
BORORENEW, EQ,2026-03-31
BOROSCI, EQ,2026-03-31
BOSCH-HCIL, EQ,2026-03-31
BOSCHLTD, EQ,2026-03-31
BPCL, EQ,2026-03-31
BPL, EQ,2026-03-31
BRIGADE, EQ,2026-03-31
BRIGHOTEL, EQ,2026-03-31
BRITANNIA, EQ,2026-03-31
BRNL, EQ,2026-03-31
BROOKS, EQ,2026-03-31
BSE, EQ,2026-03-31
BSE500IETF, EQ,2026-03-31
BSHSL, EQ,2026-03-31
BSL, EQ,2026-03-31
BSLGOLDETF, EQ,2026-03-31
BSLNIFTY, EQ,2026-03-31
BSLSENETFG, EQ,2026-03-31
BSOFT, EQ,2026-03-31
BTML, EQ,2026-03-31
BUILDPRO, EQ,2026-03-31
BUTTERFLY, EQ,2026-03-31
BVCL, EQ,2026-03-31
BYKE, EQ,2026-03-31
CALSOFT, EQ,2026-03-31
CAMLINFINE, EQ,2026-03-31
CAMPUS, EQ,2026-03-31
CAMS, EQ,2026-03-31
CANBK, EQ,2026-03-31
CANFINHOME, EQ,2026-03-31
CANHLIFE, EQ,2026-03-31
CANTABIL, EQ,2026-03-31
CAPACITE, EQ,2026-03-31
CAPILLARY, EQ,2026-03-31
CAPITALSFB, EQ,2026-03-31
CAPLIPOINT, EQ,2026-03-31
CARBORUNIV, EQ,2026-03-31
CARERATING, EQ,2026-03-31
CARRARO, EQ,2026-03-31
CARTRADE, EQ,2026-03-31
CARYSIL, EQ,2026-03-31
CASHIETF, EQ,2026-03-31
CASTROLIND, EQ,2026-03-31
CCAVENUE, EQ,2026-03-31
CCCL, EQ,2026-03-31
CCHHL, EQ,2026-03-31
CCL, EQ,2026-03-31
CDSL, EQ,2026-03-31
CEATLTD, EQ,2026-03-31
CEIGALL, EQ,2026-03-31
CEINSYS, EQ,2026-03-31
CELEBRITY, EQ,2026-03-31
CELLO, EQ,2026-03-31
CEMPRO, EQ,2026-03-31
CENTENKA, EQ,2026-03-31
CENTEXT, EQ,2026-03-31
CENTRALBK, EQ,2026-03-31
CENTRUM, EQ,2026-03-31
CENTUM, EQ,2026-03-31
CENTURYPLY, EQ,2026-03-31
CERA, EQ,2026-03-31
CESC, EQ,2026-03-31
CEWATER, EQ,2026-03-31
CGCL, EQ,2026-03-31
CGPOWER, EQ,2026-03-31
CHALET, EQ,2026-03-31
CHAMBLFERT, EQ,2026-03-31
CHEMBOND, EQ,2026-03-31
CHEMBONDCH, EQ,2026-03-31
CHEMCON, EQ,2026-03-31
CHEMFAB, EQ,2026-03-31
CHEMICAL, EQ,2026-03-31
CHEMPLASTS, EQ,2026-03-31
CHENNPETRO, EQ,2026-03-31
CHEVIOT, EQ,2026-03-31
CHOICEGOLD, EQ,2026-03-31
CHOICEIN, EQ,2026-03-31
CHOLAFIN, EQ,2026-03-31
CHOLAHLDNG, EQ,2026-03-31
CIEINDIA, EQ,2026-03-31
CIFL, EQ,2026-03-31
CIGNITITEC, EQ,2026-03-31
CINELINE, EQ,2026-03-31
CINEVISTA, EQ,2026-03-31
CIPLA, EQ,2026-03-31
CLEAN, EQ,2026-03-31
CLEANMAX, EQ,2026-03-31
CLSEL, EQ,2026-03-31
CMPDI, EQ,2026-03-31
CMSINFO, EQ,2026-03-31
CNL, EQ,2026-03-31
COALINDIA, EQ,2026-03-31
COASTCORP, EQ,2026-03-31
COCHINSHIP, EQ,2026-03-31
COFFEEDAY, EQ,2026-03-31
COFORGE, EQ,2026-03-31
COHANCE, EQ,2026-03-31
COLPAL, EQ,2026-03-31
COMMOIETF, EQ,2026-03-31
COMPUSOFT, EQ,2026-03-31
COMSYN, EQ,2026-03-31
CONCOR, EQ,2026-03-31
CONCORDBIO, EQ,2026-03-31
CONFIPET, EQ,2026-03-31
CONS, EQ,2026-03-31
CONSUMBEES, EQ,2026-03-31
CONSUMER, EQ,2026-03-31
CONSUMIETF, EQ,2026-03-31
CONTROLPR, EQ,2026-03-31
CORALFINAC, EQ,2026-03-31
CORDSCABLE, EQ,2026-03-31
COROMANDEL, EQ,2026-03-31
CORONA, EQ,2026-03-31
COSMOFIRST, EQ,2026-03-31
COUNCODOS, EQ,2026-03-31
CPCAP, EQ,2026-03-31
CPEDU, EQ,2026-03-31
CPPLUS, EQ,2026-03-31
CPSEETF, EQ,2026-03-31
CRAFTSMAN, EQ,2026-03-31
CRAMC, EQ,2026-03-31
CREATIVEYE, EQ,2026-03-31
CREDITACC, EQ,2026-03-31
CREST, EQ,2026-03-31
CRISIL, EQ,2026-03-31
CRIZAC, EQ,2026-03-31
CROMPTON, EQ,2026-03-31
CROWN, EQ,2026-03-31
CSBBANK, EQ,2026-03-31
CSLFINANCE, EQ,2026-03-31
CTE, EQ,2026-03-31
CUB, EQ,2026-03-31
CUBEXTUB, EQ,2026-03-31
CUMMINSIND, EQ,2026-03-31
CUPID, EQ,2026-03-31
CYBERMEDIA, EQ,2026-03-31
CYBERTECH, EQ,2026-03-31
CYIENT, EQ,2026-03-31
CYIENTDLM, EQ,2026-03-31
DABUR, EQ,2026-03-31
DALBHARAT, EQ,2026-03-31
DALMIASUG, EQ,2026-03-31
DAMCAPITAL, EQ,2026-03-31
DAMODARIND, EQ,2026-03-31
DANGEE, EQ,2026-03-31
DATAMATICS, EQ,2026-03-31
DATAPATTNS, EQ,2026-03-31
DAVANGERE, EQ,2026-03-31
DBCORP, EQ,2026-03-31
DBEIL, EQ,2026-03-31
DBL, EQ,2026-03-31
DBOL, EQ,2026-03-31
DBREALTY, EQ,2026-03-31
DBSTOCKBRO, EQ,2026-03-31
DCAL, EQ,2026-03-31
DCBBANK, EQ,2026-03-31
DCI, EQ,2026-03-31
DCM, EQ,2026-03-31
DCMNVL, EQ,2026-03-31
DCMSHRIRAM, EQ,2026-03-31
DCMSRIND, EQ,2026-03-31
DCW, EQ,2026-03-31
DCXINDIA, EQ,2026-03-31
DDEVPLSTIK, EQ,2026-03-31
DECCANCE, EQ,2026-03-31
DEEDEV, EQ,2026-03-31
DEEPAKFERT, EQ,2026-03-31
DEEPAKNTR, EQ,2026-03-31
DEEPINDS, EQ,2026-03-31
DEFENCE, EQ,2026-03-31
DELHIVERY, EQ,2026-03-31
DELPHIFX, EQ,2026-03-31
DELTACORP, EQ,2026-03-31
DELTAMAGNT, EQ,2026-03-31
DEN, EQ,2026-03-31
DENORA, EQ,2026-03-31
DENTA, EQ,2026-03-31
DEVIT, EQ,2026-03-31
DEVX, EQ,2026-03-31
DEVYANI, EQ,2026-03-31
DGCONTENT, EQ,2026-03-31
DHAMPURSUG, EQ,2026-03-31
DHANBANK, EQ,2026-03-31
DHANUKA, EQ,2026-03-31
DHARMAJ, EQ,2026-03-31
DHRUV, EQ,2026-03-31
DHUNINV, EQ,2026-03-31
DIACABS, EQ,2026-03-31
DIAMINESQ, EQ,2026-03-31
DIAMONDYD, EQ,2026-03-31
DICIND, EQ,2026-03-31
DIFFNKG, EQ,2026-03-31
DIGIDRIVE, EQ,2026-03-31
DIGISPICE, EQ,2026-03-31
DIGITIDE, EQ,2026-03-31
DIGJAMLMTD, EQ,2026-03-31
DISHTV, EQ,2026-03-31
DIVGIITTS, EQ,2026-03-31
DIVIDEND, EQ,2026-03-31
DIVISLAB, EQ,2026-03-31
DIVOPPBEES, EQ,2026-03-31
DIXON, EQ,2026-03-31
DLF, EQ,2026-03-31
DLINKINDIA, EQ,2026-03-31
DMART, EQ,2026-03-31
DMCC, EQ,2026-03-31
DNAMEDIA, EQ,2026-03-31
DODLA, EQ,2026-03-31
DOLATALGO, EQ,2026-03-31
DOLLAR, EQ,2026-03-31
DOLPHIN, EQ,2026-03-31
DOMS, EQ,2026-03-31
DONEAR, EQ,2026-03-31
DPABHUSHAN, EQ,2026-03-31
DPSCLTD, EQ,2026-03-31
DPWIRES, EQ,2026-03-31
DRCSYSTEMS, EQ,2026-03-31
DREAMFOLKS, EQ,2026-03-31
DREDGECORP, EQ,2026-03-31
DRREDDY, EQ,2026-03-31
DSFCL, EQ,2026-03-31
DSSL, EQ,2026-03-31
DTIL, EQ,2026-03-31
DUCON, EQ,2026-03-31
DVL, EQ,2026-03-31
DWARKESH, EQ,2026-03-31
DYCL, EQ,2026-03-31
DYNAMATECH, EQ,2026-03-31
DYNPRO, EQ,2026-03-31
EASEMYTRIP, EQ,2026-03-31
EBANKNIFTY, EQ,2026-03-31
EBBETF0430, EQ,2026-03-31
EBBETF0431, EQ,2026-03-31
EBBETF0433, EQ,2026-03-31
EBGNG, EQ,2026-03-31
ECAPINSURE, EQ,2026-03-31
ECLERX, EQ,2026-03-31
ECOSMOBLTY, EQ,2026-03-31
EDELWEISS, EQ,2026-03-31
EFCIL, EQ,2026-03-31
EGOLD, EQ,2026-03-31
EICHERMOT, EQ,2026-03-31
EIDPARRY, EQ,2026-03-31
EIEL, EQ,2026-03-31
EIFFL, EQ,2026-03-31
EIHAHOTELS, EQ,2026-03-31
EIHOTEL, EQ,2026-03-31
EIMCOELECO, EQ,2026-03-31
EKC, EQ,2026-03-31
ELDEHSG, EQ,2026-03-31
ELECON, EQ,2026-03-31
ELECTCAST, EQ,2026-03-31
ELECTHERM, EQ,2026-03-31
ELGIEQUIP, EQ,2026-03-31
ELGIRUBCO, EQ,2026-03-31
ELIN, EQ,2026-03-31
ELIQUID, EQ,2026-03-31
ELLEN, EQ,2026-03-31
ELM250, EQ,2026-03-31
EMAMILTD, EQ,2026-03-31
EMAMIPAP, EQ,2026-03-31
EMAMIREAL, EQ,2026-03-31
EMCURE, EQ,2026-03-31
EMIL, EQ,2026-03-31
EMKAY, EQ,2026-03-31
EMMBI, EQ,2026-03-31
EMMVEE, EQ,2026-03-31
EMSLIMITED, EQ,2026-03-31
EMUDHRA, EQ,2026-03-31
EMULTIMQ, EQ,2026-03-31
ENDURANCE, EQ,2026-03-31
ENERGY, EQ,2026-03-31
ENERGYDEV, EQ,2026-03-31
ENGINERSIN, EQ,2026-03-31
ENIFTY, EQ,2026-03-31
ENIL, EQ,2026-03-31
ENRIN, EQ,2026-03-31
ENTERO, EQ,2026-03-31
EPACK, EQ,2026-03-31
EPACKPEB, EQ,2026-03-31
EPIGRAL, EQ,2026-03-31
EPL, EQ,2026-03-31
EQUAL200, EQ,2026-03-31
EQUAL50, EQ,2026-03-31
EQUAL50ADD, EQ,2026-03-31
EQUITASBNK, EQ,2026-03-31
ERIS, EQ,2026-03-31
ESABINDIA, EQ,2026-03-31
ESAFSFB, EQ,2026-03-31
ESCORTS, EQ,2026-03-31
ESENSEX, EQ,2026-03-31
ESG, EQ,2026-03-31
ESILVER, EQ,2026-03-31
ESSARSHPNG, EQ,2026-03-31
ESSENTIA, EQ,2026-03-31
ESTER, EQ,2026-03-31
ETERNAL, EQ,2026-03-31
ETHOSLTD, EQ,2026-03-31
EUREKAFORB, EQ,2026-03-31
EUROBOND, EQ,2026-03-31
EUROPRATIK, EQ,2026-03-31
EUROTEXIND, EQ,2026-03-31
EVEREADY, EQ,2026-03-31
EVERESTIND, EQ,2026-03-31
EVIETF, EQ,2026-03-31
EVINDIA, EQ,2026-03-31
EXCEL, EQ,2026-03-31
EXCELINDUS, EQ,2026-03-31
EXCELSOFT, EQ,2026-03-31
EXICOM, EQ,2026-03-31
EXIDEIND, EQ,2026-03-31
EXPLEOSOL, EQ,2026-03-31
EXXARO, EQ,2026-03-31
FABTECH, EQ,2026-03-31
FACT, EQ,2026-03-31
FAIRCHEMOR, EQ,2026-03-31
FCL, EQ,2026-03-31
FCSSOFT, EQ,2026-03-31
FDC, EQ,2026-03-31
FEDERALBNK, EQ,2026-03-31
FEDFINA, EQ,2026-03-31
FIEMIND, EQ,2026-03-31
FILATEX, EQ,2026-03-31
FILATFASH, EQ,2026-03-31
FINCABLES, EQ,2026-03-31
FINEORG, EQ,2026-03-31
FINIETF, EQ,2026-03-31
FINKURVE, EQ,2026-03-31
FINOPB, EQ,2026-03-31
FINPIPE, EQ,2026-03-31
FIRSTCRY, EQ,2026-03-31
FISCHER, EQ,2026-03-31
FIVESTAR, EQ,2026-03-31
FLAIR, EQ,2026-03-31
FLEXIADD, EQ,2026-03-31
FLEXITUFF, EQ,2026-03-31
FLUOROCHEM, EQ,2026-03-31
FMCGIETF, EQ,2026-03-31
FMGOETZE, EQ,2026-03-31
FMNL, EQ,2026-03-31
FOCUS, EQ,2026-03-31
FOODSIN, EQ,2026-03-31
FORCEMOT, EQ,2026-03-31
FORTIS, EQ,2026-03-31
FOSECOIND, EQ,2026-03-31
FRACTAL, EQ,2026-03-31
FSL, EQ,2026-03-31
FUSION, EQ,2026-03-31
GABRIEL, EQ,2026-03-31
GAEL, EQ,2026-03-31
GAIL, EQ,2026-03-31
GALAPREC, EQ,2026-03-31
GALAXYSURF, EQ,2026-03-31
GALLANTT, EQ,2026-03-31
GANDHAR, EQ,2026-03-31
GANDHITUBE, EQ,2026-03-31
GANECOS, EQ,2026-03-31
GANESHBE, EQ,2026-03-31
GANESHCP, EQ,2026-03-31
GANESHHOU, EQ,2026-03-31
GANGAFORGE, EQ,2026-03-31
GANGESSECU, EQ,2026-03-31
GARFIBRES, EQ,2026-03-31
GARUDA, EQ,2026-03-31
GATECH, EQ,2026-03-31
GATECHDVR, EQ,2026-03-31
GATEWAY, EQ,2026-03-31
GAUDIUMIVF, EQ,2026-03-31
GAYAHWS, EQ,2026-03-31
GCSL, EQ,2026-03-31
GEECEE, EQ,2026-03-31
GEEKAYWIRE, EQ,2026-03-31
GENCON, EQ,2026-03-31
GENESYS, EQ,2026-03-31
GENUSPAPER, EQ,2026-03-31
GENUSPOWER, EQ,2026-03-31
GEOJITFSL, EQ,2026-03-31
GESHIP, EQ,2026-03-31
GFLLIMITED, EQ,2026-03-31
GHCL, EQ,2026-03-31
GHCLTEXTIL, EQ,2026-03-31
GICHSGFIN, EQ,2026-03-31
GICL, EQ,2026-03-31
GICRE, EQ,2026-03-31
GILLANDERS, EQ,2026-03-31
GILLETTE, EQ,2026-03-31
GILT10BETA, EQ,2026-03-31
GILT5BETA, EQ,2026-03-31
GILT5YBEES, EQ,2026-03-31
GINNIFILA, EQ,2026-03-31
GIPCL, EQ,2026-03-31
GKENERGY, EQ,2026-03-31
GKSL, EQ,2026-03-31
GKWLIMITED, EQ,2026-03-31
GLAND, EQ,2026-03-31
GLAXO, EQ,2026-03-31
GLENMARK, EQ,2026-03-31
GLOBAL, EQ,2026-03-31
GLOBALE, EQ,2026-03-31
GLOBALVECT, EQ,2026-03-31
GLOBE, EQ,2026-03-31
GLOBECIVIL, EQ,2026-03-31
GLOBUSSPR, EQ,2026-03-31
GLOSTERLTD, EQ,2026-03-31
GLOTTIS, EQ,2026-03-31
GMBREW, EQ,2026-03-31
